FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
,Christian Benteke,FWD,CRY,7600000,12,56,4.7,6.18421052631579E-07,7.36842105263158E-06,0,323113,3,23,0,0,0,7,0,7.5,5944,1,-1,56,-1,1.1,1,8,6,0,1,0,1,9.6,600089,0,315,0,1,1063,147804,1,0,179,Hull City,Man Utd,Chelsea,Watford,Arsenal,6.2,5.6,5.2,5.4,5.6,6.3,6,6.4,4.6,6.7,5.4,5.4,5.3,6,5.8,4.6,5,5.1,6.9,5.4,7,6.3,6.4,5.2
Josh,Clackstone,DEF,HUL,4000000,0,0,0,0,0,0,3250,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0.2,6094,0,0,0,0,0,142,0,0,0,Crystal Palace,Tottenham,West Ham,Man City,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordy,Clasie,MID,SOU,4700000,0,12,0.285714285714286,6.0790273556231E-08,2.5531914893617E-06,0,3246,2,9,0,0,0,0,0,2.6,134,-3,0,12,3,0.1,0,0.3,0,0,0,0,0,0.1,1579,0,183,0,0,500,100,0,0,55,Middlesbrough,Stoke,Bournemouth,Tottenham,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Adam,Clayton,MID,MID,4300000,3,23,1.9,4.41860465116279E-07,5.34883720930233E-06,0,20984,3,10,0,0,0,0,0,5.3,1719,-2,0,23,2,0.5,0,2,0,0,4,0,0,0.6,25055,0,0,0,0,936,834,0,0,137,Southampton,Liverpool,Swansea,Burnley,Man Utd,1,1,1.2,1.1,1.3,1.8,1.3,1.1,1.1,1,1.5,1.1,1.2,1.9,1.3,1.3,1.2,1.7,1,1,1,1,1.3,1
Tom,Cleverley,MID,EVE,5200000,2,12,0.285714285714286,5.49450549450549E-08,2.30769230769231E-06,0,7448,1,9,0,0,0,0,0,2.3,121,-3,0,12,3,0.1,0,0.7,0,0,0,0,0,0.1,1133,0,241,0,0,404,75,0,0,57,Watford,Arsenal,Liverpool,Leicester,Hull City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Gael,Clichy,DEF,MCI,5200000,0,16,2.3,4.42307692307692E-07,3.07692307692308E-06,0,42616,0,7,0,0,0,0,0,3.1,1102,-3,1,16,3,0.1,0,0.7,0,0,1,0,0,1.1,14207,0,166,0,0,551,304,-1,0,113,Leicester,Watford,Arsenal,Hull City,Liverpool,1.2,2,2.8,2.2,2.6,2.4,1.7,2.1,2.7,1.9,1.9,1.5,1.5,2.4,3.1,3.2,1.6,2.1,2,2.1,2,2,1.8,2
Sam,Clucas,MID,HUL,4700000,2,27,1.9,4.04255319148936E-07,5.74468085106383E-06,0,3111,5,29,0,0,0,0,0,5.7,100,-3,0,27,3,0.4,0,1.7,0,0,1,0,1,0.1,1561,0,0,0,0,1242,80,0,0,222,Crystal Palace,Tottenham,West Ham,Man City,Everton,1.1,1,1,1,1.5,1,1.5,1,1.2,1,1,1.8,1.2,1.3,1,1.2,1.3,1,1.1,1.4,1,2,1.1,1.1
Nathaniel,Clyne,DEF,LIV,5700000,0,45,3.2,5.6140350877193E-07,7.89473684210526E-06,0,223779,0,18,0,0,0,0,0,7.9,12712,2,0,45,-2,0.9,0,5.3,7,0,3,0,1,11.9,279019,0,387,0,1,1260,16761,0,0,268,West Ham,Middlesbrough,Everton,Stoke,Man City,4.7,2.7,2.3,4.3,3.2,2,2,3.6,3.4,3,3.9,1.6,4.5,4.3,2.4,4.2,4.5,3.6,3,3.8,2.7,4.3,3.6,3.5
Seamus,Coleman,DEF,EVE,5500000,2,42,3.8,6.90909090909091E-07,7.63636363636364E-06,0,158529,2,14,0,0,0,2,0,7.6,20333,0,0,42,0,0.8,0,4.3,5,0,2,0,0,4.5,200646,0,327,0,1,966,1854,0,0,205,Watford,Arsenal,Liverpool,Leicester,Hull City,0,5.4,5.7,2.1,3.7,5.5,4.1,3.6,4.4,5.7,3.4,4.6,3,5.1,5.1,3.9,2.6,4.5,5.5,4.2,4.4,3.4,4.9,4.6
James,Collins,DEF,WHU,4300000,1,23,2.6,6.04651162790698E-07,5.34883720930233E-06,0,277189,1,16,0,0,0,1,0,5.3,12220,-2,0,23,2,0.2,0,1,3,0,1,0,0,5.3,322286,0,217,0,1,726,489,0,0,146,Liverpool,Burnley,Hull City,Swansea,Leicester,0,3.1,2.8,2.2,1.3,2,2.7,2.2,2.1,2.3,2.8,2.2,2.3,2.2,2.4,2.4,3.5,2.4,1.6,2.9,2.9,2.8,3.8,1.8
Lewis,Cook,MID,BOU,4200000,0,2,0.0476190476190476,1.13378684807256E-08,4.76190476190476E-07,0,20122,0,3,0,0,0,0,0,0.5,1539,-3,0,2,3,0,0,0,0,0,0,0,0,0.5,12391,0,0,0,0,80,849,0,0,10,Burnley,Leicester,Southampton,Chelsea,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve,Cook,DEF,BOU,5100000,7,54,3.9,7.64705882352941E-07,1.05882352941176E-05,0,25491,2,22,0,0,0,2,0,10.8,2879,1,-1,54,-1,1,0,5,8,0,4,0,0,3.5,131754,0,443,0,1,1260,44152,1,0,295,Burnley,Leicester,Southampton,Chelsea,Swansea,2.9,4.7,5.7,2.8,3.6,5.5,3.9,5,5.1,3,4.3,3.9,2.7,5.8,4.8,3.6,4,4.5,3.1,4.7,2.7,5.6,5.7,2.2
Francis,Coquelin,MID,ARS,4300000,1,20,1.8,4.18604651162791E-07,4.65116279069767E-06,0,88829,3,10,0,0,0,0,0,4.7,6869,-2,0,20,2,0.3,0,1.3,1,0,2,0,0,2.4,83676,0,246,0,0,821,2822,0,0,134,Stoke,Everton,Man City,West Brom,Crystal Palace,0.9,0.9,0.9,0.9,0.9,0.9,1.2,1.5,1.2,0.9,1.1,1,0.9,1.6,1.1,0.9,1,1.1,1.3,1.7,0.9,1.2,1.1,1.3
Jack,Cork,MID,SWA,4700000,2,23,1.9,4.04255319148936E-07,4.8936170212766E-06,0,3598,2,24,0,0,0,0,0,4.9,92,-3,0,23,3,0.4,0,2,0,0,1,0,1,0.1,1200,1,376,0,0,942,68,0,0,148,Sunderland,West Brom,Middlesbrough,West Ham,Bournemouth,1.9,1.1,1.4,1.1,1.5,1.1,1,1,1.4,1,1.9,1,1.7,1.2,1,1.3,1.1,1,1.3,1.1,1.3,1.5,1.5,1.1
,Costa,FWD,CHE,10800000,12,99,7.1,6.57407407407407E-07,9.16666666666667E-06,0,486589,4,11,0,0,0,11,0,9.3,22044,13,-2,99,-13,0.8,0,8.7,16,0,7,0,5,50.9,2145418,0,533,0,3,1228,308586,2,0,376,West Brom,Sunderland,Crystal Palace,Bournemouth,Stoke,9.9,8.4,9.1,10.6,9.7,8.4,8.1,9.9,8.3,9.5,8,9.7,8.8,10,9.2,9.8,9.6,8.1,8.9,10.5,8.2,9.7,9,10.5
Thibaut,Courtois,GLK,CHE,5700000,3,57,4.1,7.19298245614035E-07,1E-05,0,176621,1,11,0,27,0,0,0,10.2,6274,2,-1,57,-2,0.7,0,4,0,0,7,0,0,12.4,253057,0,230,0,1,1260,40849,1,0,241,West Brom,Sunderland,Crystal Palace,Bournemouth,Stoke,5.3,3.4,4.7,6,5.6,3.9,2.9,5.3,4.8,5.5,3.7,4.8,5.1,5.1,5.3,5.1,4.3,4.3,3.5,5.7,3.8,4.7,4.7,4.8
Philippe,Coutinho,MID,LIV,8300000,0,78,1.85714285714286,2.23752151462995E-07,9.39759036144578E-06,0,1918909,2,11,0,0,0,5,0,9.3,229240,3,2,78,-3,0.1,0,1,10,0,3,0,6,18.1,1768653,0,459,0,2,960,2197,-2,0,304,West Ham,Middlesbrough,Everton,Stoke,Man City,0,0,0,0,0,0,1,1.4,1.1,0.9,1.2,0.9,0.9,1.9,0.9,1.7,1.6,0.9,0.9,1.3,1,1.5,0.9,1.5
Aaron,Cresswell,DEF,WHU,5300000,0,11,0.261904761904762,4.94159928122192E-08,2.07547169811321E-06,0,14186,1,7,0,0,0,0,0,2.1,1345,-2,0,11,2,0.1,0,0.7,0,0,1,0,1,0.3,11173,0,514,0,0,434,160,0,1,68,Liverpool,Burnley,Hull City,Swansea,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Peter,Crouch,FWD,STK,4700000,1,9,0.214285714285714,4.55927051671733E-08,1.91489361702128E-06,0,29468,0,2,0,0,0,0,0,1.9,901,-3,1,9,3,0.2,0,1,0,0,0,0,0,0.6,15048,0,47,0,0,184,530,-1,0,23,Arsenal,Southampton,Leicester,Liverpool,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Juan,Cuadrado,MID,CHE,6900000,0,0,0,0,0,0,52294,0,0,0,0,0,0,0,0,226,-1,0,0,1,0,0,0,0,0,0,0,0,0.6,654,0,8,0,0,0,7,0,0,0,West Brom,Sunderland,Crystal Palace,Bournemouth,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh,Cullen,MID,WHU,4400000,0,0,0,0,0,0,4060,0,0,0,0,0,0,0,0,65,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,808,0,0,0,0,0,34,0,0,0,Liverpool,Burnley,Hull City,Swansea,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Daniels,DEF,BOU,5000000,0,47,3.9,7.8E-07,9.4E-06,0,143445,1,16,0,0,0,1,0,9.4,16890,0,1,47,0,0.5,0,2.3,5,0,4,0,1,5.6,192320,0,491,0,1,1080,2666,-1,0,253,Burnley,Leicester,Southampton,Chelsea,Swansea,2.9,4.7,5.7,2.8,3.6,5.5,3.9,5,5.1,3,4.3,3.9,2.7,5.8,4.8,3.6,4,4.5,3.1,4.7,2.7,5.6,5.7,2.2
Scott,Dann,DEF,CRY,5300000,6,33,3.3,6.22641509433962E-07,6.22641509433962E-06,0,217284,1,19,0,0,0,2,0,6.2,2113,-2,1,33,2,0.6,0,3.3,1,0,1,0,1,3.6,78183,0,480,0,1,900,3476,-1,0,169,Hull City,Man Utd,Chelsea,Watford,Arsenal,3.6,2.8,3.1,3.3,4.5,3.4,4.2,4,3.3,3.4,4.2,3.3,3.6,3.8,3.6,2.7,3.4,4.3,3.3,4,4.2,3.1,3.8,2.6
Tendayi,Darikwa,DEF,BUR,4300000,0,0,0,0,0,0,1484,0,0,0,0,0,0,0,0,55,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,420,0,0,0,0,0,24,0,0,0,Bournemouth,West Ham,Tottenham,Middlesbrough,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matteo,Darmian,DEF,MUN,5000000,2,18,0.428571428571429,8.57142857142857E-08,3.6E-06,0,55262,1,3,0,0,0,0,0,3.6,1014,-5,0,18,5,0.6,0,3,1,0,2,0,0,0.8,13387,0,257,0,0,423,762,0,0,89,Tottenham,Crystal Palace,West Brom,Sunderland,Middlesbrough,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
,David Luiz,DEF,CHE,6100000,2,39,3.9,6.39344262295082E-07,6.39344262295082E-06,0,40361,3,7,0,0,0,0,0,6.4,5671,1,0,39,-1,0.4,0,2.7,0,0,6,0,0,2.7,111668,0,0,0,0,900,9670,0,0,216,West Brom,Sunderland,Crystal Palace,Bournemouth,Stoke,0,3.2,4.3,5.6,5.3,3.6,2.6,4.9,4.5,5.2,3.4,4.5,4.8,4.7,5.1,4.8,4,4,3.2,5.4,3.5,4.4,4.4,4.5
Ben,Davies,DEF,TOT,4700000,0,10,0.238095238095238,5.06585612968592E-08,2.12765957446809E-06,0,11814,1,2,0,0,0,0,0,2.1,234,-3,0,10,3,0,0,0,0,0,1,0,0,0.2,6305,0,192,0,0,284,37,0,0,56,Man Utd,Hull City,Burnley,Southampton,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Curtis,Davies,DEF,HUL,5000000,2,27,1.9,3.8E-07,5.4E-06,0,82508,1,29,0,0,0,0,0,5.4,2080,0,0,27,0,0.3,0,1.7,3,0,1,0,1,2,97742,0,0,0,1,1260,234,0,0,246,Crystal Palace,Tottenham,West Ham,Man City,Everton,1.6,1.2,2,1.2,1.8,1.5,2,1.1,1,2.4,2.4,1.9,1,1.4,1.1,2.2,1.4,1.3,1.9,1.6,1.4,1.4,1.5,1.7
Tom,Davies,MID,EVE,4300000,0,3,0.0714285714285714,1.66112956810631E-08,6.97674418604651E-07,0,1474,0,0,0,0,0,0,0,0.7,65,-2,1,3,2,0,0,0,0,0,0,0,0,0,1282,0,0,0,0,43,78,-1,0,5,Watford,Arsenal,Liverpool,Leicester,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven,Davis,MID,SOU,5200000,0,30,2.5,4.80769230769231E-07,5.76923076923077E-06,0,33809,1,12,0,0,0,0,0,5.8,880,-3,0,30,3,0.2,0,1,0,0,4,0,1,0.6,4080,0,535,0,0,1056,96,0,0,188,Middlesbrough,Stoke,Bournemouth,Tottenham,West Brom,2.3,1.6,1.2,2,2,1.3,1.4,3.1,1.7,2,2,1.3,1.7,2.4,1.2,2.5,2,1.4,1.6,1.2,2.2,1.2,1.8,2
Craig,Dawson,DEF,WBA,4800000,2,32,2.3,4.79166666666667E-07,6.66666666666667E-06,0,57047,4,17,0,0,0,0,0,6.7,1931,-2,0,32,2,0.7,0,3.3,1,0,3,0,0,1.6,14578,0,433,0,0,1260,561,0,0,178,Chelsea,Swansea,Man Utd,Arsenal,Southampton,1.5,2,1.6,3.1,1.9,2.2,1.6,2,1.9,2.5,2.6,2.7,2.2,1.6,2.9,1.4,1.9,2.5,3.2,1.7,1.9,1.5,1.8,1.9
Michael,Dawson,DEF,HUL,4400000,2,23,3.8,8.63636363636364E-07,5.22727272727273E-06,0,6164,1,9,0,0,0,2,0,5.2,2476,-1,0,23,1,0.9,0,4,4,0,0,0,0,1,40332,1,0,0,2,540,4558,0,0,104,Crystal Palace,Tottenham,West Ham,Man City,Everton,4.5,3.6,4.9,3.7,4.9,4.4,5.3,3.4,3.2,5.6,5.2,5.1,2.7,4.2,3.5,5.3,4.1,3.8,5.1,4.4,4.1,4.2,4.3,4.6
Kevin,De Bruyne,MID,MCI,10800000,2,72,5.5,5.09259259259259E-07,6.66666666666667E-06,0,799695,1,12,0,0,0,2,0,6.7,41753,3,0,72,-3,0.3,1,3.3,14,0,1,0,9,10.3,907212,0,546,0,2,951,26593,0,0,291,Leicester,Watford,Arsenal,Hull City,Liverpool,6.6,6.7,4.2,6.4,3.7,7.7,5.5,5.8,5.7,6.3,5.5,6.6,7,5.8,4.9,5,4.9,6.3,5.7,5.9,6.9,5.8,8,6.7
David,de Gea,GLK,MUN,5400000,2,44,3.1,5.74074074074074E-07,8.14814814814815E-06,0,588324,1,16,0,30,0,0,0,8.1,32383,-1,0,44,1,0.4,0,2,1,0,4,0,0,35.7,229754,0,368,0,0,1260,4334,0,0,204,Tottenham,Crystal Palace,West Brom,Sunderland,Middlesbrough,3.5,3.2,3.2,3.1,3,3.9,4.6,3.8,3.5,1.9,3.3,2.7,4.1,3,3,3.5,3.7,2.3,2.9,2.5,3.1,4.2,2.6,3.4
Ritchie,de Laet,DEF,LEI,4400000,0,0,0,0,0,0,5638,0,0,0,0,0,0,0,0,46,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,222,0,129,0,0,0,6,0,0,0,Man City,Bournemouth,Stoke,Everton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos,De Pena,MID,MID,4200000,0,0,0,0,0,0,8380,0,0,0,0,0,0,0,0,353,-3,1,0,3,0,0,0,0,0,0,0,0,0.2,8864,0,0,0,0,0,216,-1,0,0,Southampton,Liverpool,Swansea,Burnley,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marten,de Roon,MID,MID,4300000,3,24,0.571428571428571,1.32890365448505E-07,5.58139534883721E-06,0,15333,3,11,0,0,0,1,0,5.6,2864,-2,0,24,2,0.5,0,2.3,0,0,2,0,0,0.7,35403,0,0,0,0,862,4689,0,0,129,Southampton,Liverpool,Swansea,Burnley,Man Utd,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Julien,de Sart,MID,MID,4300000,0,0,0,0,0,0,2639,0,0,0,0,0,0,0,0,100,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2211,0,0,0,0,0,58,0,0,0,Southampton,Liverpool,Swansea,Burnley,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mathieu,Debuchy,DEF,ARS,4700000,0,1,0.0238095238095238,5.06585612968592E-09,2.12765957446809E-07,0,8932,0,0,0,0,0,0,0,0.2,384,-3,0,1,3,0.1,0,0.3,0,0,0,0,0,0.2,1602,0,11,0,0,15,37,0,0,2,Stoke,Everton,Man City,West Brom,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Troy,Deeney,FWD,WAT,6900000,4,49,3.5,5.07246376811594E-07,7.10144927536232E-06,0,359902,4,24,0,0,0,3,0,7.1,21473,-1,0,49,1,0.5,0,3.7,4,0,3,0,3,5.2,379524,0,629,0,1,1246,8064,0,0,172,Everton,Man City,Sunderland,Crystal Palace,Tottenham,4.4,4.1,3.6,4.2,4,3.5,3.6,2.8,3.5,4.9,3.3,4.5,4.1,2.9,3.9,4.6,3.7,3,4.5,4.5,4.6,3.4,3,4.2
Jermain,Defoe,FWD,SUN,7800000,9,83,5.9,7.56410256410257E-07,1.06410256410256E-05,0,478238,0,23,0,0,0,8,0,10.8,12661,8,-2,83,-8,0.9,0,7.3,17,0,1,0,2,26.1,1261809,0,595,0,4,1252,245343,2,0,262,Swansea,Chelsea,Watford,Man Utd,Burnley,7.2,7.7,8.3,6.5,6.2,8.9,7.9,6.7,8.6,7.1,8.7,6,8.3,6.8,8.9,6.7,6.3,8.1,8.6,6.9,8.8,7.1,8.4,5.8
Steven,Defour,MID,BUR,5900000,0,38,0.904761904761905,1.53349475383374E-07,6.44067796610169E-06,0,25350,1,10,0,0,0,1,0,6.4,698,-1,0,38,1,0.2,0,1,6,0,3,0,3,0.3,28588,0,0,0,0,628,252,0,0,164,Bournemouth,West Ham,Tottenham,Middlesbrough,Sunderland,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Damien,Delaney,DEF,CRY,4800000,7,25,2.3,4.79166666666667E-07,5.20833333333333E-06,0,27027,2,14,0,0,0,0,0,5.2,422,-2,0,25,2,0.5,0,2.3,1,0,2,0,0,0.6,8330,0,366,0,0,936,830,0,0,164,Hull City,Man Utd,Chelsea,Watford,Arsenal,2.1,1.6,1.8,1.9,3.1,1.9,2.7,2.4,1.9,1.9,2.5,1.9,2.1,2.2,2.1,1.5,2,2.9,1.9,2.5,2.5,1.7,2.2,1.4
Fabian,Delph,MID,MCI,4700000,0,2,0.0476190476190476,1.01317122593718E-08,4.25531914893617E-07,0,6325,0,1,0,0,0,0,0,0.4,41,-3,0,2,3,0,0,0,0,0,0,0,0,0.1,1363,0,156,0,0,30,24,0,0,4,Leicester,Watford,Arsenal,Hull City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mousa,Dembele,MID,TOT,5400000,3,21,0.5,9.25925925925926E-08,3.88888888888889E-06,0,10386,3,7,0,0,0,0,0,3.9,1418,-1,0,21,1,0.3,0,1.7,3,0,3,0,1,0.3,14162,0,473,0,0,604,1381,0,0,126,Man Utd,Hull City,Burnley,Southampton,Watford,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jason,Denayer,DEF,SUN,4700000,1,13,0.30952380952381,6.58561296859169E-08,2.76595744680851E-06,0,2879,1,4,0,0,0,0,0,2.8,108,-3,0,13,3,0.6,0,2.7,0,0,1,0,0,0.1,883,0,0,0,0,431,44,0,0,73,Swansea,Chelsea,Watford,Man Utd,Burnley,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Memphis,Depay,MID,MUN,7100000,0,3,0.0714285714285714,1.00603621730382E-08,4.22535211267606E-07,0,6857,1,1,0,0,0,0,0,0.4,92,-4,0,3,4,0,0,0,0,0,0,0,0,0.2,800,0,259,0,0,24,32,0,0,6,Tottenham,Crystal Palace,West Brom,Sunderland,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerard,Deulofeu,MID,EVE,6000000,1,12,0.285714285714286,4.76190476190476E-08,2E-06,0,126821,0,3,0,0,0,0,0,2,602,-5,0,12,5,0.2,0,1,0,0,0,0,0,1,18265,0,283,0,0,370,246,0,0,42,Watford,Arsenal,Liverpool,Leicester,Hull City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mohamed,Diame,MID,HUL,5500000,0,0,0,0,0,0,643,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,7,0,0,0,Crystal Palace,Tottenham,West Ham,Man City,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric,Dier,MID,TOT,5100000,3,26,2,3.92156862745098E-07,5.09803921568627E-06,0,363611,2,9,0,0,0,0,0,5.1,4423,-4,0,26,4,0.5,0,2.3,0,0,5,0,0,5,21872,0,526,0,0,991,951,0,0,147,Man Utd,Hull City,Burnley,Southampton,Watford,1.2,1.5,2.1,1,1.2,1.2,1.4,1,1.4,1.6,1,1.4,1.8,1,1.7,1,1.2,1.7,1.8,1.1,1,1,1.7,1.1
Adama,Diomande,FWD,HUL,4500000,2,22,2,4.44444444444444E-07,4.88888888888889E-06,0,329888,1,10,0,0,0,1,0,4.8,11809,0,1,22,0,0.2,0,0.7,2,0,2,0,0,4.5,387177,0,0,0,0,642,5124,-1,0,64,Crystal Palace,Tottenham,West Ham,Man City,Everton,1.8,1.2,1.7,1.8,1.9,1.4,1.8,1.2,1.4,2.1,1.5,2.2,1.4,2,1.2,2,1.5,1.8,1.5,1.6,1.3,2.1,1.7,1.7
Mame Biram,Diouf,FWD,STK,5700000,4,16,1.8,3.15789473684211E-07,2.80701754385965E-06,0,26312,1,9,0,0,0,0,0,2.8,560,-3,0,16,3,0.4,0,2,0,0,2,0,1,0.4,11654,0,245,0,0,467,939,0,0,60,Arsenal,Southampton,Leicester,Liverpool,Chelsea,1.3,1.4,1.8,1.3,1,1.3,1.4,1.2,1.6,1.2,1.5,1.1,1.2,1.6,1.1,1.3,1.2,1.7,1.8,1.7,1.7,1,1.1,1.1
Brice,Dja Djedje,DEF,WAT,4400000,0,0,0,0,0,0,1084,0,0,0,0,0,0,0,0,16,-1,0,0,1,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,5,0,0,0,Everton,Man City,Sunderland,Crystal Palace,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papy,Djilobodji,DEF,SUN,4300000,1,12,1.2,2.7906976744186E-07,2.7906976744186E-06,0,7708,3,17,0,0,0,0,0,2.8,198,-2,0,12,2,0.3,0,1.3,0,0,1,0,0,0.2,3470,0,0,0,0,857,324,0,1,138,Swansea,Chelsea,Watford,Man Utd,Burnley,0.6,0.7,0.8,0.6,0.6,1.4,1,0.6,0.9,0.6,1,0.6,0.6,0.6,1,0.6,0.6,0.6,1.3,1.1,1.1,0.6,0.8,0.6
Abdoulaye,Doucoure,MID,WAT,4600000,0,1,0.0238095238095238,5.175983436853E-09,2.17391304347826E-07,0,830,0,1,0,0,0,0,0,0.2,12,-4,0,1,4,0,0,0,0,0,0,0,0,0,163,0,0,0,0,7,7,0,0,3,Everton,Man City,Sunderland,Crystal Palace,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stewart,Downing,MID,MID,5200000,1,38,2.9,5.57692307692308E-07,7.30769230769231E-06,0,43950,1,12,0,0,0,1,0,7.3,1936,-3,0,38,3,0.1,0,0.7,3,0,2,0,2,0.5,15400,0,0,0,0,917,178,0,0,173,Southampton,Liverpool,Swansea,Burnley,Man Utd,2.1,1.8,2.4,2.2,2.6,3.4,2.6,2.2,2.2,1.7,2.8,2.2,2.4,3.5,2.6,2.6,2.4,3.2,1.4,2,1.8,1.7,2.6,1.4
Luke,Dreher,MID,CRY,4500000,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,9,0,0,0,Hull City,Man Utd,Chelsea,Watford,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
