FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Billy,Jones,DEF,SUN,4400000,1,8,0.205128205128205,4.66200466200466E-08,1.81818181818182E-06,0,829,3,9,0,0,0,0,0,1.8,70,-1,0,8,1,0.6,0,2.7,0,0,1,0,0,0,651,0,211,0,0,416,140,0,0,69,Leicester,Swansea,Chelsea,Watford,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
David,Jones,MID,BUR,5000000,0,1,1,2E-07,2E-07,0,2864,1,1,0,0,0,0,0,0.2,9,0,0,1,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,86,3,0,0,8,Stoke,Bournemouth,West Ham,Tottenham,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Jones,DEF,MUN,4700000,2,6,0.153846153846154,3.27332242225859E-08,1.27659574468085E-06,0,9869,0,3,0,0,0,0,0,1.3,488,-3,0,6,3,0.4,0,2,0,0,0,0,0,0.4,13225,0,64,0,0,270,5175,0,0,62,Everton,Tottenham,Crystal Palace,West Brom,Sunderland,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Joselu,FWD,STK,5300000,0,0,0,0,0,0,6319,0,0,0,0,0,0,0,0,32,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,532,0,246,0,0,0,2,0,0,0,Burnley,Arsenal,Southampton,Leicester,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Josh Robson,DEF,SUN,4000000,0,0,0,0,0,0,2102,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4379,0,0,0,0,0,96,0,0,0,Leicester,Swansea,Chelsea,Watford,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lukas,Jutkiewicz,FWD,BUR,4400000,0,2,0.0512820512820513,1.16550116550117E-08,4.54545454545455E-07,0,20469,0,0,0,0,0,0,0,0.5,589,-1,0,2,1,0,0,0,0,0,0,0,0,0.5,8556,0,0,0,0,13,89,0,0,5,Stoke,Bournemouth,West Ham,Tottenham,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Kabasele,DEF,WAT,4800000,2,4,0.102564102564103,2.13675213675214E-08,8.33333333333333E-07,0,1997,0,4,0,0,0,0,0,0.8,39,-2,0,4,2,0.1,0,0.7,0,0,0,0,0,0,417,0,0,0,0,131,29,0,0,18,West Brom,Everton,Man City,Sunderland,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Younes,Kaboul,DEF,WAT,4400000,1,24,2.4,5.45454545454545E-07,5.45454545454545E-06,0,20483,0,16,0,0,0,0,0,5.5,2841,-1,0,24,1,0.2,0,0.7,0,0,3,0,0,0.8,22540,0,231,0,0,802,331,0,0,154,West Brom,Everton,Man City,Sunderland,Crystal Palace,0,2.5,1.7,1.6,2.3,2.4,2.8,1.9,2.1,3.2,2.6,1.5,3.3,2.5,1.7,2.4,2.1,2.3,1.9,2,2.3,3.4,1.2,1.6,1.8
Sullay,Kaikai,MID,CRY,4500000,0,0,0,0,0,0,2129,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,9,0,0,0,4,0,0,0,Southampton,Hull City,Man Utd,Chelsea,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry,Kane,FWD,TOT,10900000,2,47,5.9,5.41284403669725E-07,4.31192660550459E-06,0,658576,0,7,0,0,0,5,0,4.4,4858,-1,-1,47,1,0.7,0,7.7,8,0,3,0,1,10.4,388489,0,1053,0,1,671,141802,1,0,181,Swansea,Man Utd,Hull City,Burnley,Southampton,8.1,6.6,8.3,8.9,6.3,6.9,7.6,8.1,7.3,6.8,7.8,6.6,7.9,8.9,7.5,8.3,6.4,7.5,8.1,8.8,6.4,7.5,6.9,7.9,7.3
N'Golo,Kante,MID,CHE,4800000,2,36,2.8,5.83333333333333E-07,7.5E-06,0,573260,2,10,0,0,0,1,0,7.5,17019,-2,0,36,2,0.5,0,2.3,0,0,7,0,0,14,165412,0,501,0,0,1170,7061,0,0,213,Man City,West Brom,Sunderland,Crystal Palace,Bournemouth,1.6,2.3,2.6,2.1,2.9,2.2,1.5,2.2,2.4,1.4,1.6,1.8,2.4,1.7,2.6,2.2,2.2,1.9,1.7,2.2,2.5,1.7,2.6,2,3.5
Bartosz,Kapustka,MID,LEI,5100000,0,0,0,0,0,0,5394,0,0,0,0,0,0,0,0,25,-4,0,0,4,0,0,0,0,0,0,0,0,0.1,396,0,0,0,0,0,4,0,0,0,Sunderland,Man City,Bournemouth,Stoke,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loris,Karius,GLK,LIV,5000000,6,30,3.8,7.6E-07,6E-06,0,16463,0,6,0,15,0,0,0,6.1,1254,0,-1,30,0,1.1,0,5.3,0,0,3,0,0,1.9,69557,0,0,0,0,720,18155,1,0,133,Bournemouth,West Ham,Middlesbrough,Everton,Stoke,3.6,5.7,3.7,2.9,5.3,4,2.8,2.7,4.4,4.4,3.9,5,2.2,5.3,5.3,3,5.2,5.7,4.8,3.9,4.9,3.7,5.2,4.3,4.2
Michael,Keane,DEF,BUR,4900000,1,38,2.9,5.91836734693878E-07,7.75510204081633E-06,0,41486,1,21,0,0,0,1,0,7.8,3633,-1,0,38,1,0.1,0,0.7,2,0,3,0,0,2.6,92909,0,0,0,1,1170,3365,0,0,240,Stoke,Bournemouth,West Ham,Tottenham,Middlesbrough,3.1,4.2,3,2,2.9,3.2,1.7,3.7,3.4,3.2,2.2,3.1,2.4,2.2,2.9,1.6,3.6,3.8,2.2,1.7,2.7,2.6,3.4,2.2,4.4
Will,Keane,FWD,HUL,4500000,0,8,0.205128205128205,4.55840455840456E-08,1.77777777777778E-06,0,26908,0,10,0,0,0,0,0,1.8,3597,0,0,8,0,0.1,0,0.3,0,0,1,0,0,0.5,39057,0,0,0,0,280,66,0,0,9,Middlesbrough,Crystal Palace,Tottenham,West Ham,Man City,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Martin,Kelly,DEF,CRY,4400000,0,15,1.3,2.95454545454545E-07,3.40909090909091E-06,0,22082,1,19,0,0,0,0,0,3.4,1448,-1,0,15,1,0.1,0,0.3,0,0,0,0,1,0.7,34388,0,96,0,0,774,210,0,0,100,Southampton,Hull City,Man Utd,Chelsea,Watford,0.9,0.9,0.6,0.7,0.8,1.4,0.7,1.2,0.9,0.8,0.7,1.2,0.6,0.9,0.9,0.8,0.6,0.8,1.2,0.7,1.2,0.9,0.6,0.8,0.6
,Kenedy,MID,WAT,5100000,0,1,0.0256410256410256,5.02765208647562E-09,1.96078431372549E-07,0,2018,0,0,0,0,0,0,0,0.2,22,-4,1,1,4,0,0,0,0,0,0,0,0,0,1100,0,86,0,0,16,5,-1,0,2,West Brom,Everton,Man City,Sunderland,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wahbi,Khazri,MID,SUN,6100000,0,10,0.256410256410256,4.20344682639765E-08,1.63934426229508E-06,0,10596,2,11,0,0,0,0,0,1.6,117,-4,0,10,4,0,0,0,0,0,1,0,0,0.1,750,0,172,0,0,426,27,0,0,29,Leicester,Swansea,Chelsea,Watford,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Ki Sung-yueng,MID,SWA,5100000,0,17,0.435897435897436,8.54700854700855E-08,3.33333333333333E-06,0,4017,0,14,0,0,0,0,0,3.3,164,-4,0,17,4,0.2,0,1,0,0,1,0,0,0,966,0,241,0,0,546,4,0,0,101,Tottenham,Sunderland,West Brom,Middlesbrough,West Ham,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Michael,Kightly,MID,BUR,4200000,0,4,0.102564102564103,2.44200244200244E-08,9.52380952380952E-07,0,10181,0,1,0,0,0,0,0,0.9,573,-3,1,4,3,0,0,0,0,0,0,0,0,0.4,10391,0,0,0,0,95,2076,-1,0,14,Stoke,Bournemouth,West Ham,Tottenham,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Andy,King,MID,LEI,4800000,2,14,0.358974358974359,7.47863247863248E-08,2.91666666666667E-06,0,10839,0,9,0,0,0,0,0,2.9,198,-2,0,14,2,0.3,0,1.3,0,0,0,0,0,0.2,3199,0,174,0,0,535,108,0,0,71,Sunderland,Man City,Bournemouth,Stoke,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Joshua,King,MID,BOU,5400000,2,39,3.3,6.11111111111111E-07,7.22222222222222E-06,0,45179,1,17,0,0,0,2,0,7.2,1724,-1,0,39,1,0.4,0,2,2,0,3,0,1,0.7,44129,0,321,0,0,928,474,0,0,109,Liverpool,Burnley,Leicester,Southampton,Chelsea,2.7,2,4.6,3.6,1.6,2.5,2.4,2.3,3.6,3.1,1.8,2.7,2.1,2.4,3.4,3.4,2,1.6,2.8,1.6,3.6,2.9,3.2,4.3,2.4
Stephen,Kingsley,DEF,SWA,4100000,0,19,2.7,6.58536585365854E-07,4.63414634146341E-06,0,245600,0,9,0,0,0,0,0,4.6,18589,1,0,19,-1,0.1,0,0.3,2,0,2,0,0,12.4,509758,0,75,0,1,585,7383,0,0,113,Tottenham,Sunderland,West Brom,Middlesbrough,West Ham,2.4,2.3,2.8,2.7,3.7,3.3,3,3.4,3.4,2.9,2.2,2.3,2.1,2.9,2.8,2.6,2.1,2.7,3.5,2.6,3,2,2.9,2,2.6
Jan,Kirchhoff,MID,SUN,4300000,0,6,0.153846153846154,3.5778175313059E-08,1.3953488372093E-06,0,2505,1,8,0,0,0,0,0,1.4,46,-2,1,6,2,0,0,0,0,0,0,0,0,0,744,0,118,0,0,298,40,-1,0,38,Leicester,Swansea,Chelsea,Watford,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ragnar,Klavan,DEF,LIV,4700000,0,5,1.3,2.76595744680851E-07,1.06382978723404E-06,0,37471,0,6,0,0,0,0,0,1.1,492,-3,0,5,3,0,0,0,0,0,0,0,0,0.5,8114,0,0,0,0,271,52,0,0,56,Bournemouth,West Ham,Middlesbrough,Everton,Stoke,0.6,1.5,0.6,0.6,1.2,0.7,0.6,0.6,0.8,0.8,0.7,1,0.6,1.4,1.1,0.6,1.1,1.3,1,0.7,1,0.6,1.1,1,0.8
Aleksandar,Kolarov,DEF,MCI,5800000,2,24,2,3.44827586206897E-07,4.13793103448276E-06,0,118644,4,10,0,0,0,0,0,4.1,4503,-2,0,24,2,0.3,0,2,0,0,2,0,0,3.5,44584,1,429,0,0,1022,865,0,0,169,Chelsea,Leicester,Watford,Arsenal,Hull City,1.5,1,1.7,2.3,1.7,2.1,2,1.2,1.8,2.2,1.5,1.6,1.2,1.2,2,2.7,2.5,1.2,1.7,1.6,1.7,1.6,1.7,1.5,1.6
Vincent,Kompany,DEF,MCI,5900000,0,3,0.0769230769230769,1.30378096479791E-08,5.08474576271186E-07,0,16465,1,1,0,0,0,0,0,0.5,784,-1,0,3,1,0.1,0,0.3,0,0,0,0,0,0.4,4806,0,173,0,0,114,34,0,0,13,Chelsea,Leicester,Watford,Arsenal,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arouna,Kone,FWD,EVE,5100000,0,3,0.0769230769230769,1.50829562594268E-08,5.88235294117647E-07,0,63477,0,0,0,0,0,0,0,0.6,946,-4,0,3,4,0,0,0,0,0,0,0,0,0.8,12377,0,289,0,0,46,81,0,0,9,Man Utd,Watford,Arsenal,Liverpool,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamine,Kone,DEF,SUN,4400000,0,19,1.7,3.86363636363636E-07,4.31818181818182E-06,0,64094,1,19,0,0,0,0,0,4.3,1009,-1,0,19,1,0.6,0,2.7,0,0,1,0,0,1.2,17239,0,176,0,0,990,865,0,0,153,Leicester,Swansea,Chelsea,Watford,Man Utd,1.3,1.1,1.2,1.4,0.8,0.8,2.3,1.7,1.1,1.5,1.3,1.6,0.8,1.1,1.1,1.7,1.1,0.8,1,2.2,1.8,1.9,1.2,1.2,0.8
Dimitrios,Konstantopoulos,GLK,MID,4200000,0,0,0,0,0,0,5232,0,0,0,0,0,0,0,0,117,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,444,0,0,0,0,0,26,0,0,0,Hull City,Southampton,Liverpool,Swansea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laurent,Koscielny,DEF,ARS,6600000,2,58,4.8,7.27272727272727E-07,8.78787878787879E-06,0,154914,1,9,0,0,0,2,0,8.8,16003,6,0,58,-6,0.3,0,1.7,8,0,4,0,0,21.7,721551,0,493,0,2,1080,21483,0,0,295,West Ham,Stoke,Everton,Man City,West Brom,6.3,5.9,5.1,5.3,5.9,5.9,6,6.1,6.5,5.8,5.2,5.9,6.1,6.1,5.5,6.3,4.9,6.6,6.7,6.1,5.5,5.7,4.7,6.8,6.4
Cheikhou,Kouyate,MID,WHU,5100000,2,28,2.2,4.31372549019608E-07,5.49019607843137E-06,0,77943,1,24,0,0,0,0,0,5.5,1075,-4,0,28,4,0.4,0,2,0,0,3,0,0,1,17618,0,498,0,0,1170,329,0,0,169,Arsenal,Liverpool,Burnley,Hull City,Swansea,1.1,1.1,2.3,1.7,1.5,1.4,1.9,1.5,1.7,1.3,1.2,1.6,1.4,1.3,1.1,2.5,1.4,1.1,1.6,1.8,2.1,1.5,1.6,1.2,1.2
Dusan,Kuciak,GLK,HUL,4000000,0,0,0,0,0,0,3483,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0.3,6433,0,0,0,0,0,99,0,0,0,Middlesbrough,Crystal Palace,Tottenham,West Ham,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,0,0,0,0,0,918,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,774,0,0,0,0,0,2,0,0,0,Southampton,Hull City,Man Utd,Chelsea,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Lafferty,DEF,BUR,4000000,0,0,0,0,0,0,19726,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2921,0,0,0,0,0,12,0,0,0,Stoke,Bournemouth,West Ham,Tottenham,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam,Lallana,MID,LIV,7000000,0,59,1.51282051282051,2.16117216117216E-07,8.42857142857143E-06,0,585192,1,12,0,0,0,3,0,8.3,39782,0,1,59,0,0.6,0,4,8,0,2,0,5,7.4,614552,0,416,0,2,766,12830,-1,0,229,Bournemouth,West Ham,Middlesbrough,Everton,Stoke,0,0.9,0.8,0.8,0.9,0.8,0.9,0.8,0.9,0.8,0.8,0.9,0.8,0.8,1.3,0.8,1.2,1.2,0.8,0.8,0.8,0.8,1,0.8,1
Rickie,Lambert,FWD,WBA,5400000,0,1,1,1.85185185185185E-07,1.85185185185185E-07,0,7728,0,0,0,0,0,0,0,0.2,40,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,1161,0,72,0,0,13,5,0,0,3,Watford,Chelsea,Swansea,Man Utd,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erik,Lamela,MID,TOT,6600000,0,28,0.717948717948718,1.08780108780109E-07,4.24242424242424E-06,0,508038,1,2,0,0,0,1,0,4.2,6153,-4,1,28,4,0,1,0,4,0,4,0,1,4.2,301522,0,519,0,0,595,97,-1,0,93,Swansea,Man Utd,Hull City,Burnley,Southampton,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Manuel,Lanzini,MID,WHU,6400000,2,41,1.05128205128205,1.64262820512821E-07,6.40625E-06,0,16018,1,16,0,0,0,3,0,6.4,1090,-1,0,41,1,0.7,0,4.3,5,0,3,0,0,0.3,23230,0,381,0,1,745,1473,0,0,182,Arsenal,Liverpool,Burnley,Hull City,Swansea,0.5,0.5,0.7,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5
Sebastian,Larsson,MID,SUN,4700000,0,0,0,0,0,0,813,0,0,0,0,0,0,0,0,10,-3,0,0,3,0,0,0,0,0,0,0,0,0,165,0,58,0,0,0,18,0,0,0,Leicester,Swansea,Chelsea,Watford,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant,Leadbitter,MID,MID,4800000,0,2,0.0512820512820513,1.06837606837607E-08,4.16666666666667E-07,0,432,0,0,0,0,0,0,0,0.4,17,-2,0,2,2,0.1,0,0.3,0,0,0,0,0,0,184,0,0,0,0,30,8,0,0,6,Hull City,Southampton,Liverpool,Swansea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Ledley,MID,CRY,4500000,0,22,0.564102564102564,1.25356125356125E-07,4.88888888888889E-06,0,26305,0,12,0,0,0,1,0,4.9,1173,0,0,22,0,0.1,0,0.3,1,0,1,0,0,0.6,21083,0,121,0,0,577,144,0,0,107,Southampton,Hull City,Man Utd,Chelsea,Watford,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
,Lee Chung-yong,MID,CRY,4400000,0,18,0.461538461538462,1.04895104895105E-07,4.09090909090909E-06,0,13032,0,6,0,0,0,0,0,4.1,302,-1,0,18,1,0.1,0,0.3,0,0,2,0,1,0.2,12656,0,56,0,0,287,91,0,0,76,Southampton,Hull City,Man Utd,Chelsea,Watford,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jonathan,Leko,MID,WBA,4300000,0,8,0.205128205128205,4.77042337507454E-08,1.86046511627907E-06,0,21814,0,2,0,0,0,0,0,1.9,661,-2,0,8,2,0,0,0,0,0,0,0,1,0.4,19065,0,28,0,0,86,142,0,0,27,Watford,Chelsea,Swansea,Man Utd,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Brian,Lenihan,DEF,HUL,3900000,0,0,0,0,0,0,46883,0,0,0,0,0,0,0,0,1886,-1,0,0,1,0,0,0,0,0,0,0,0,1.6,51943,0,0,0,0,0,2089,0,0,0,Middlesbrough,Crystal Palace,Tottenham,West Ham,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Lennon,MID,EVE,5600000,2,7,0.179487179487179,3.20512820512821E-08,1.25E-06,0,11332,0,3,0,0,0,0,0,1.3,102,-4,0,7,4,0.3,0,1.7,0,0,0,0,0,0.2,1438,0,278,0,0,179,52,0,0,37,Man Utd,Watford,Arsenal,Liverpool,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jeremain,Lens,MID,SUN,5900000,0,2,1,1.69491525423729E-07,3.38983050847458E-07,0,2399,0,1,0,0,0,0,0,0.3,9,-1,0,2,1,0,0,0,0,0,0,0,0,0,166,0,180,0,0,69,3,0,0,12,Leicester,Swansea,Chelsea,Watford,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesse,Lingard,MID,MUN,5700000,2,17,0.435897435897436,7.64732343679712E-08,2.98245614035088E-06,0,37360,0,7,0,0,0,0,0,3,735,-3,0,17,3,0.2,0,1,0,0,2,0,1,0.4,10624,0,318,0,0,418,573,0,0,76,Everton,Tottenham,Crystal Palace,West Brom,Sunderland,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jake,Livermore,MID,HUL,4800000,2,25,1.9,3.95833333333333E-07,5.20833333333333E-06,0,4655,1,28,0,0,0,0,0,5.2,123,-2,0,25,2,0.4,0,2,0,0,1,0,1,0.1,2589,0,0,0,0,1119,82,0,1,178,Middlesbrough,Crystal Palace,Tottenham,West Ham,Man City,1.5,1,1,1,1,1.5,1.1,1.5,1,1.3,1,1,1.7,1.2,1.2,1,1.2,1.3,1,1.3,1.3,1,1.9,1.2,1.1
Fernando,Llorente,FWD,SWA,6100000,15,39,3.9,6.39344262295082E-07,6.39344262295082E-06,0,140073,0,19,0,0,0,3,0,6.4,1488,-4,0,39,4,0.9,0,5.3,4,0,1,0,2,1.4,81595,0,0,0,1,723,9151,0,0,125,Tottenham,Sunderland,West Brom,Middlesbrough,West Ham,3.9,5,4.4,4.7,5,4.7,5.3,3.7,4.2,4.3,4.8,5.2,3.6,5.2,5.3,3.6,3.9,4.4,4.7,4.3,4,4.1,4.9,4.6,4.1
Hugo,Lloris,GLK,TOT,5500000,2,41,3.7,6.72727272727273E-07,7.45454545454545E-06,0,203507,0,9,0,23,0,0,0,7.5,4311,0,0,41,0,0.3,0,1.7,1,0,4,0,0,6.9,149799,0,419,0,0,934,10257,0,0,195,Swansea,Man Utd,Hull City,Burnley,Southampton,4.1,2.7,4.6,5,3.7,3.7,4.1,4.6,3,2.8,4,4.1,5,4.9,4.2,4.9,3,3.7,4.5,5.5,2.3,5.1,4.3,3.6,3.9
Ruben,Loftus-Cheek,MID,CHE,5100000,0,1,0.0256410256410256,5.02765208647562E-09,1.96078431372549E-07,0,3690,0,0,0,0,0,0,0,0.2,32,-4,0,1,4,0,0,0,0,0,0,0,0,0.1,341,0,68,0,0,9,7,0,0,3,Man City,West Brom,Sunderland,Crystal Palace,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris,Long,FWD,BUR,4500000,0,0,0,0,0,0,30676,0,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0.4,4144,0,0,0,0,0,49,0,0,0,Stoke,Bournemouth,West Ham,Tottenham,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,Long,DEF,BUR,4000000,0,0,0,0,0,0,1756,0,0,0,0,0,0,0,0,388,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5159,0,0,0,0,0,428,0,0,0,Stoke,Bournemouth,West Ham,Tottenham,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane,Long,FWD,SOU,6100000,1,10,1.1,1.80327868852459E-07,1.63934426229508E-06,0,437460,1,5,0,0,0,0,0,1.6,1757,-4,0,10,4,0.1,0,0.7,0,0,0,0,0,3.1,51565,0,435,0,0,351,576,0,0,24,Crystal Palace,Middlesbrough,Stoke,Bournemouth,Tottenham,0.7,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.9,0.7,0.8,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.6,0.7,0.6,0.9,0.6,0.6,0.6
Donald,Love,DEF,SUN,4000000,0,4,0.102564102564103,2.56410256410256E-08,1E-06,0,86016,1,5,0,0,0,0,0,1,4098,0,0,4,0,0.2,0,0.7,0,0,0,0,0,4.3,214109,0,3,0,0,198,3523,0,0,37,Leicester,Swansea,Chelsea,Watford,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Dejan,Lovren,DEF,LIV,5100000,5,40,4,7.84313725490196E-07,7.84313725490196E-06,0,110145,3,11,0,0,0,2,0,8,2895,1,-1,40,-1,0.7,0,3.7,2,0,3,0,0,7,261863,0,248,0,0,900,37791,1,0,200,Bournemouth,West Ham,Middlesbrough,Everton,Stoke,3.9,6,4,3.1,5.5,4.3,3,2.9,4.7,4.7,4.2,5.4,2.4,5.6,5.7,3.3,5.6,6,5,4.2,5.2,3.9,5.6,4.5,4.5
